"Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"GHL","27.2.b","TLW","GL",3.1,0.9,0,4,0,0,0,0,0,0,0,0
"GHL","27.2.b","TLW","IE",0,0,0,0,0.61,0.37,0,0,1.6,0,0.2,0
"GHL","27.2.b","TLW","LT",0,0,0,0,0,0,234,0,0,0,0,196
"GHL","27.2.b","TLW","NO",2124.75,1593.75,1313.51,1321.04,1334.11,476.18,878.51,614.9,1657,1516.9,1073,1647
"GHL","27.2.b","TLW","PL",16.93,8.31,8.46,11.66,25.82,21.58,169.44,2.9,203.6,200,200,201.4
"GHL","27.2.b","TLW","PT",4.63,11.51,0,0.03,5.32,1.45,21.4,11,228,45,45,19.5
"REB","27.2.b","TLW","RU",2335,4092,455,307,357,606,698,501,460,520,389,813
"GRO","27.2.b","TLW","ES",21.93,209.57,66.5,162.86,165.54,0,0,0,0,0,0,0
"GUR","27.2.b","TLW","FR",0,0,0,0,0.03,0.05,0,0,0,0,0,0
"HAD","27.2.b","TLW","DE",18.34,19.88,18.61,246.74,344.85,679.73,1533.83,2946,1356.8,18.1,25.9,215
"HAD","27.2.b","TLW","DK",0,28.13,19.6,0,0,0,0,0,0,0,0,0
"HAD","27.2.b","TLW","EE",22.63,0,0,0,0,0,0,0,0,0,0,0
"HAD","27.2.b","TLW","ES",96.48,132.52,112.47,47.51,59.28,41.62,65.3,36.5,38.2,0,101.9,75.7
"POL","27.2","TLW","FO",0.005,0.002,0.414,0,0,0,0,0,0,0,0,0
"HAD","27.2.b","TLW","FR",60.23,154.06,50.64,72.65,145.73,0,112,0.9,0,78.6,78.6,532.2
"HAD","27.2.b","TLW","GB",55.52,233.5,89.11,145.29,397.28,447.5,1112.5,1415.9,737.8,90,86.3,360
"HAD","27.2.b","TLW","GL",418.9,232.2,59.9,10,0,0,0,0,0,0,0,0
"HAD","27.2.b","TLW","IE",0,0,3.42,0,26.05,5.43,0,0,3.6,0,48.3,6.4
"HAD","27.2.b","TLW","IS",0,0,0,0,1,93,9,0,0,0,0,0
"HAD","27.2.b","TLW","LV",7.07,0,0,0,0,0,0,0,0,0,0,0
"HAD","27.2.b","TLW","NO",26642.39,22949.79,25606.99,27349.26,24987.68,62976.87,56486.91,43191.34,48241,15743.2,13153,17106
"HAD","27.2.b","TLW","PL",22.21,113.95,71.34,158.6,437.01,441.31,645.78,687.4,316.5,11.5,23.2,172.7
"HAD","27.2.b","TLW","PT",16.8,20.13,0,13.03,66.34,117.11,952.66,350,251,208,578,317.6
"REB","27.2.b.2","TLW","RU",2335,0,0,0,0,0,0,0,0,0,0,0
"HAL","27.2.b","TLW","DE",0,0,0,0.54,0.04,0.38,1.58,0,0.3,0,0,0.2
"HAL","27.2.b","TLW","DK",0,0,0.13,0,0,0,0,0,0,0,0,0
"HAL","27.2.b","TLW","ES",0,0.05,0,0,0,0,0.03,0.1,0.01,3,0,0.1
"POL","27.2.a","TLW","FO",0.005,0.002,0.414,0,0,0,0,0,0,0,0,0
"HAL","27.2.b","TLW","FR",0.07,0,0,0,0,0,0,0,0,0.1,0.1,0
"HAL","27.2.b","TLW","GB",0,0.88,0.05,0.12,0,0.2,1,0,0.4,0.01,0,0
"HAL","27.2.b","TLW","IE",0,0,0,0,0,0,0,0,0,0,3.3,2.3
"HAL","27.2.b","TLW","NO",31.78,33.8,17.25,20.69,20.82,31.5,26.85,25.85,30,20.6,33,20
"HAL","27.2.b","TLW","PL",0,0.04,0,0,0,0,0,0,0,0,0,0
"HAL","27.2.b","TLW","PT",0.01,0,0,0,0.48,0.11,0.83,1,1,1,9,3.6
"HER","27.2.b","TLW","DE",0,0,0,1.18,2321.62,8583.61,1508.73,3380,7313.9,0,0,162
"POL","27.2.a_NK","TLW","FO",0.005,0.002,0.414,0,0,0,0,0,0,0,0,0
"HER","27.2.b","TLW","IS",0,0,0,0,0,0,0,0,0,225,0,0
"HER","27.2.b","TLW","NL",0,0,0,2038.9,3235,4837,0,2479,5788,4451,0,0
"HER","27.2.b","TLW","NO",0,0,0,0.15,0,11265.9,0,0,0,0,0,0
"REB","27.2.b_NK","TLW","RU",0,4092,455,307,357,606,698,501,460,520,389,813
"HKE","27.2.b","TLW","ES",0,0,0,0,1.93,0,0,0,0,0,0,0
"HKE","27.2.b","TLW","FR",0,0,0,0,0,0,0,1.4,0.7,0,0,0
"HKE","27.2.b","TLW","NO",0.22,0.14,1.38,3.06,2.21,6.59,5.41,4.34,4,5.8,1,0.01
"HKW","27.2.b","TLW","PT",0,0,0,0,0.31,0,0,0,0,0,0,0
"POR","27.2","TLW","FO",0,0.022,0.4,0,0,0,0,0,0,0,0,0
"JOD","27.2.b","TLW","FR",0,0,0,0,0.14,0,0,0,0,0,0,0
"POR","27.2.a","TLW","FO",0,0.022,0.4,0,0,0,0,0,0,0,0,0
"LEM","27.2.b","TLW","NO",0,0.06,0,0,0.01,0,0,0,0,0,0,0
"LIN","27.2.b","TLW","DE",0,0,0,0,0,0,0.03,0,0,0,0,0
"LIN","27.2.b","TLW","ES",0,0,0,0,0.03,0,0,0,0,0,0,0
"POR","27.2.a_NK","TLW","FO",0,0.022,0.4,0,0,0,0,0,0,0,0,0
"LIN","27.2.b","TLW","FR",0,0,0,0.02,0,0,0,0,0,0,0,0.1
"LIN","27.2.b","TLW","GB",0,0.1,0,0,0,0,0.03,0,0,0,0,0
"LIN","27.2.b","TLW","GL",0,0.46,0,0,0,0,0,0,0,0,0,0
"LIN","27.2.b","TLW","IE",0,0,0,0,0,0,0,0,0,0,0.1,0
"LIN","27.2.b","TLW","NO",27.48,52.78,94.94,95.76,76.46,266.35,163.82,127.88,84,161.6,180,64
"LIN","27.2.b","TLW","PL",0,0.05,0,0,0,0,0,0,0,0,0,0
"LQD","27.2.b","TLW","FR",0,0,0,0,0,0,0,0,69,0,0,0
"LUM","27.2.b","TLW","DE",0,0,0.65,3.6,0.67,0,0,0,0,0,0,0
"LUM","27.2.b","TLW","DK",0,0.5,0,0,0,0,0,0,0,0,0,0
"PRA","27.2","TLW","FO",780.475,610.191,525.4,1380,750,584,1939,233,0,157,283,571
"LUM","27.2.b","TLW","GL",1,0,0,0,0,0,0,0,0,0,0,0
"MAC","27.2.b","TLW","DE",0,0,0,0,0.13,5.4,0,0,0,0,0,0
"MAC","27.2.b","TLW","FR",0,0,0,0,0.01,0,0,0,0,0,0,0
"MAC","27.2.b","TLW","NL",0,0,0.8,0,0,0,0,35,2,0,0,0
"MAC","27.2.b","TLW","NO",0,0,0,10.04,0,1.63,0,0,0,0,0,0
"RED","27.2","TLW","RU",723,691,491,0,0,0,0,0,0,0,0,0
"MEG","27.2.b","TLW","DK",0,0.51,0,0,0,0,0,0,0,0,0,0
"MGR","27.2.b","TLW","FR",0,0,0,0.01,0,0,0,0,0,0,0,0
"MGS","27.2.b","TLW","FR",0,0,0,0,0,0.03,0.06,0,0,0,0,0
"MNZ","27.2.b","TLW","FR",0,0,0,0,0.14,0.03,0,0,0,0,0,0
"MON","27.2.b","TLW","NO",0.03,0.41,0.06,0.5,0.82,1.56,5.51,2.44,1,1.5,1,2
"MON","27.2.b","TLW","PT",0,0,0,0,0.01,0,0,0,0,0,0,0
"MUR","27.2.b","TLW","FR",0,0,0,0,0,0,0.05,0,0,0,0,0
"MZZ","27.2.b","TLW","DK",0,0,0.28,0,0,0,0,0,0,0,0,0
"MZZ","27.2.b","TLW","FR",0.01,0.05,0.07,0.18,0.01,0,1.22,0.8,0,3.4,3.4,4.1
"MZZ","27.2.b","TLW","NL",0,0,0,0,0,0,0,0,18,0,0,0
"MZZ","27.2.b","TLW","NO",0.51,4.71,0.76,0.63,5.52,0.42,0.99,1.02,6,0,0,0
"OCT","27.2.b","TLW","FR",0,0,0,0,0.01,0,0,0,0,0,0,0
"OYF","27.2.b","TLW","FR",0,0,0,0,0,0,0.06,0,0,0,0,0
"PLA","27.2.b","TLW","DE",36.5,7.81,7.5,40.76,0.53,0.42,1.25,5,0,0,0,0
"PLA","27.2.b","TLW","DK",0,0.51,0,0,0,0,0,0,0,0,0,0
"PLA","27.2.b","TLW","EE",10.15,0,0,0,0,0,0,0,0,0,0,0
"PLA","27.2.b","TLW","ES",16.1,14.17,17.52,39.83,20.89,3.24,5.15,3.7,6.1,10,0,3.4
"PRA","27.2.a","TLW","FO",0,0,18.9,0,0,8,0,0,0,0,1,0
"PLA","27.2.b","TLW","FR",8.5,4.15,6.67,0.58,0.87,2.33,0.39,0,0,0,0,0
"PLA","27.2.b","TLW","GB",12.07,1.13,3.29,0.05,0.14,0,0,0,0,0,0,0
"PLA","27.2.b","TLW","GL",1.3,0.2,0,0,0,0,0,0,0,0,0,0
"PLA","27.2.b","TLW","NO",23.66,11.85,1.34,4.86,1.98,0.05,0.71,0,0.01,0,0,5
"PLA","27.2.b","TLW","PL",9.8,6.8,7.02,8.09,8.2,0.81,0.38,0,0,0,0,0
"PLA","27.2.b","TLW","PT",2.25,0,0,1.02,17.45,1.98,1.28,11,9,23,34,45.8
"RED","27.2.a","TLW","RU",559,536,383,0,0,0,0,0,0,0,0,0
"PLE","27.2.b","TLW","ES",0,0,0,0,0,2.7,0,0,0.01,0,0,0
"PLE","27.2.b","TLW","FR",0,0,0,0.04,0,0.09,0,0,0,0,0,1.2
"PLE","27.2.b","TLW","GB",0,0,0.07,0,0,0,0,0,0,0,0,0
"PLE","27.2.b","TLW","IE",0,0,0,0,0,0,0,0,0,0,9,0
"PLE","27.2.b","TLW","NO",1.11,0.02,0.11,0,0,0.06,0.03,0,2,0.7,4,3
"PLZ","27.2.b","TLW","NO",0.02,0,0,0.1,12.37,1.22,1.01,0.02,0,0.01,0,1
"POK","27.2.b","TLW","DE",0.35,0.15,0.32,0.9,4.02,0,0,0,0.1,0.3,0,19.3
"POK","27.2.b","TLW","DK",0,0.3,0,0,0,0,0,0,0,0,0,0
"POK","27.2.b","TLW","ES",0.28,0.2,0,0,1.46,0,0,0,0,0,0.01,0
"PRA","27.2.a_NK","TLW","FO",0,0,18.9,0,0,8,0,0,0,0,1,0
"POK","27.2.b","TLW","FR",1.02,2.47,1.14,0.04,0.57,0,7.21,20.2,2.6,0.8,0.8,2.3
"POK","27.2.b","TLW","GB",0,0.37,0.39,0.59,2.23,4.4,8.4,0.1,0,0.01,1.5,1
"POK","27.2.b","TLW","GL",1.3,0.5,0,0,0,0,0,0,0,0,0,0
"POK","27.2.b","TLW","IE",0,0,0,0,0.21,0,0,0,0,0,0,0
"POK","27.2.b","TLW","IS",0,0,0,0,0,3,0,0,0,0,0,0
"POK","27.2.b","TLW","NO",4626.75,4334.1,1172.65,58.89,2432.83,192.15,3734.67,649.82,5787,5364.6,7524,844
"POK","27.2.b","TLW","PL",0.15,9.93,2.17,0.86,2.21,0,0,0,0.3,0,0,3.5
"POK","27.2.b","TLW","PT",0.17,0.06,0,0,0.35,0,1.79,0,0.01,1,9,7.4
"RED","27.2.a.2","TLW","RU",559,0,0,0,0,0,0,0,0,0,0,0
"POL","27.2.b","TLW","NO",2.56,0.5,0.35,2.35,0.44,0.33,2.5,1.42,1,3.5,4,1
"POR","27.2.b","TLW","NO",0,0,0,0,0,0,0.13,0,0,0,0,0
"PRA","27.2.b","TLW","DK",0,0,178.69,0,0,0,0,0,0,0,0,0
"PRA","27.2.b","TLW","EE",1147.43,887.65,948.82,922.52,828.32,516.45,5.99,407.1,343.1,0,429.9,0
"PRA","27.2.b","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,12.9
"PRA","27.2.b","TLW","FO",780.475,610.191,506.5,1380,750,576,1939,233,0,157,283,571
"PRA","27.2.b","TLW","GB",0,0,0,0,0,82.1,0,0,0,0,0,0
"PRA","27.2.b","TLW","GL",22.7,120.3,395.2,126,69,0,0,0,0,0,0,0
"PRA","27.2.b","TLW","IS",0,0,148,0,0,0,0,0,0,0,0,0
"PRA","27.2.b","TLW","LT",620.58,450.91,79.19,0,0,0,0,204.1,0,330.1,724,1133
"PRA","27.2.b","TLW","NO",755.4,1090.68,1302.32,2529.65,3354.39,4263.48,7410.87,3853.65,5800,3577,5140,9447
"PRA","27.2.b","TLW","PT",0,0,0,2.29,0,0,0,0,0,0,1,0
"RED","27.2.a_NK","TLW","RU",0,536,383,0,0,0,0,0,0,0,0,0
"RAJ","27.2.b","TLW","FR",0,0,0,0,0.13,0,0,0,0,0,0,0
"REB","27.2.b","TLW","DE",0.58,0,0,0,0,0,0,0,0,0,0,0
"REB","27.2.b","TLW","ES",1.59,7.02,0.01,0.01,0.01,0.01,0,0.6,0,0.01,0,0
"REB","27.2.b","TLW","GL",10,0,0,0,0,0,0,0,0,0,0,0
"REB","27.2.b","TLW","NL",0,0,0,1.3,0,0,0,0,0,0,0,0
"REB","27.2.b","TLW","NO",10104.28,9483.53,8135.22,8733.94,513.96,353.03,525.9,130.83,262,151.1,251,875
"REB","27.2.b","TLW","PL",5.2,23.96,0.78,2.95,15.6,6.51,10.6,0.3,0.5,0,0,29.2
"REB","27.2.b","TLW","PT",0,0,0,0,22.82,0,0,0,0,0,0,0
"RED","27.2.b","TLW","RU",164,155,108,0,0,0,0,0,0,0,0,0
"RED","27.2.b","TLW","DE",0,0.08,5.54,34.34,56.45,83.36,138.71,8,19.2,7.1,1.2,8.3
"RED","27.2.b","TLW","EE",3.6,0,0,0,0,0,0,0,0,0,0,0
"RED","27.2.b","TLW","ES",4.33,2.33,1.85,2.57,16.76,0,9.2,0.9,0.01,0,21.5,3.6
"PRA","27.2.b_NK","TLW","FO",780.475,610.191,506.5,1380,750,576,1939,233,0,157,283,571
"RED","27.2.b","TLW","FR",7.4,27.3,1.34,6.3,8.69,0,2.39,0,2.9,7.6,7.6,15.8
"RED","27.2.b","TLW","GB",7.15,50.44,7.41,15.58,23.18,48.9,35.7,23.6,17.4,19,62.4,67
"RED","27.2.b","TLW","GL",0,13.9,5.3,0,0,0,0,0,0,0,0,0
"RED","27.2.b","TLW","IS",0,0,0,0,0,4,0,0,0,0,0,0
"RED","27.2.b","TLW","LT",0,0,0,0,0,0,4,0,0,0,0,0
"RED","27.2.b","TLW","NL",0,0,0,0,0,3,0,0,3,0,0,0
"RED","27.2.b","TLW","PL",0,0,0,0,0,0,0,0,0,5.7,1.7,0.1
"RED","27.2.b","TLW","PT",1.26,13.88,0,2.83,26.86,15.66,38.81,49,42,53,157,83.4
"RED","27.2.b.2","TLW","RU",164,0,0,0,0,0,0,0,0,0,0,0
"REG","27.2.b","TLW","DE",0.16,0,0,0,0,0,0,0,0,0,0,0
"REG","27.2.b","TLW","DK",0,6.64,0.85,0,0,0,0,0,0,0,0,0
"REG","27.2.b","TLW","GL",18.2,0.3,0,0,0,0,0,0,0,0,0,0
"REG","27.2.b","TLW","IE",0,0,0.33,0,0.81,7.94,0,0,0,0,0,0
"REG","27.2.b","TLW","IS",0,0,0,0,0,1,1,0,0,0,0,0
"REG","27.2.b","TLW","NL",0,0,0,0.2,0,0,0,0,0,0,0,0
"REG","27.2.b","TLW","NO",613.59,455.98,165.76,337.27,322.77,246.51,279.86,338.15,616,496.8,666,1011
"REG","27.2.b","TLW","PL",2.38,13.92,3.11,19.37,19.16,34.16,47.7,0,0,0,0,0
"RED","27.2.b_NK","TLW","RU",0,155,108,0,0,0,0,0,0,0,0,0
"RHG","27.2.b","TLW","ES",0,0.43,0.44,0,0,0,0,0,0,0,0,0
"RHG","27.2.b","TLW","NO",8.52,2.68,0.11,7.92,1.01,5.88,2.32,7.76,7,5.8,13,8
"RHG","27.2.b","TLW","PL",0,0,0,0,0,0,0.47,0,0,0,0,0
"RHG","27.2.b","TLW","PT",0,0,0,0,0.11,0,0,0,0,0,0,0
"REG","27.2","TLW","RU",956,657,491,780,756,654,915,544,679,700,841,577
"RJC","27.2.b","TLW","FR",0,0,0,0,0.04,0.01,0,0,0,0.2,0.2,0
"RJE","27.2.b","TLW","FR",0,0,0,0,0,0.01,0,0,0,0,0,0
"RJH","27.2.b","TLW","FR",0,0,0,0,0,0.02,0,0,0,0,0,0
"RJM","27.2.b","TLW","FR",0,0,0,0,0.02,0,0,0,0,0,0,0
"RNG","27.2.b","TLW","DE",0,0,0,0,0,0,0,0,0.01,0,0,0
"RNG","27.2.b","TLW","ES",0,0,0,0.38,0.49,0,0,0.1,0,0,0,0
"RNG","27.2.b","TLW","NO",0,0.56,1.1,0,2.37,0.29,0.6,0.85,1,2.5,2,2
"RNG","27.2.b","TLW","PT",0,0,0,0,0.23,0,0,0,0,0,0,0
"REG","27.2.a","TLW","RU",574,480,343,559,475,427,698,287,500,450,599,293
"ROL","27.2.b","TLW","FR",0,0,0,0.89,0,0,0,0,0,0,0,0
"SCE","27.2.b","TLW","FR",0,0,0,0,0,1.32,1.59,0,2.5,0,0,0
"SCL","27.2.b","TLW","FR",0,0,0,0,0,0.75,1.58,0,0,0,0,0
"SCO","27.2.b","TLW","ES",12.35,18.5,5.2,7.43,1.49,0,5.29,0,0,0,0,0
"SCR","27.2.b","TLW","FR",0,0,0,0,2.62,0,0,1,0,0,0,0
"SDV","27.2.b","TLW","FR",0,0,0,0.19,0,3.13,7.67,0,0,0,0,0
"SFV","27.2.b","TLW","IE",0,0,0,0,0,0,0,0,0,0,1.4,0.4
"SKA","27.2.b","TLW","DE",0,0.95,1.15,2.2,0.69,0,0,1,0,0,0,0
"SKA","27.2.b","TLW","ES",0,0.31,0.48,0.42,0.36,0.12,0,0.1,0,0,0,0
"RED","27.2","TLW","FO",485.013,524.473,742.776,751,645,329,984,1092,1529,2111,2328,3871
"SKA","27.2.b","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,0.2
"SKA","27.2.b","TLW","IE",0,0,0,0,0,0,0,0,0.1,0,0,0
"SKA","27.2.b","TLW","NO",0,0,0,0,0,0,0,0,0,3.7,12,6
"SKA","27.2.b","TLW","PT",0,0,0,0,0.15,0,0,1,0,0,13,13.7
"REG","27.2.a.2","TLW","RU",574,0,0,0,0,0,0,0,0,0,0,0
"SOL","27.2.b","TLW","FR",0,0,0,0,0,0.65,0.05,0,0,0,0,0
"SOS","27.2.b","TLW","FR",0,0,0,0,0,0.01,0,0,0,0,0,0
"SRX","27.2.b","TLW","DE",0.18,0,0,0,0,0,0,0,0,0,0,0
"SRX","27.2.b","TLW","ES",0,0,0,0,0.03,0,0,0,0,0,0,0
"SRX","27.2.b","TLW","FR",0,0,0,0,0,0.49,0,0,0,0,0,0
"SRX","27.2.b","TLW","NO",3.62,4.81,0.87,2.05,7.33,8.43,2.64,0.98,14,0,0,0
"SSG","27.2.b","TLW","FR",0,0,0,0,0,0,0.29,0,0,0,0,0
"SYC","27.2.b","TLW","FR",0,0,0.02,0.04,0,0.19,0,0,0,0,0,0
"SYT","27.2.b","TLW","FR",0,0,0,0.05,0,0.06,0,0,0,0,0,0
"TPS","27.2.b","TLW","FR",0,0,0,0,0,0.6,0,0,0,0,0,0
"TUR","27.2.b","TLW","FR",0,0,0,0,0.01,0.05,0.22,0,0,0,0,0
"USB","27.2.b","TLW","FR",0,0,0,0,0.01,0,0.08,0,0,0,0,0
"USK","27.2.b","TLW","DE",0,0,0,0.12,0,0,0,0,0,0,0,0
"USK","27.2.b","TLW","FR",0,0.02,0,0,0,0,0,0,0,0,0,0
"USK","27.2.b","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,0.01
"USK","27.2.b","TLW","GL",0,0.3,0,0,0,0,0,0,0,0,0,0
"USK","27.2.b","TLW","IE",0,0,0,0,0,0,0,0,0,0,0.9,0.3
"USK","27.2.b","TLW","NO",143.29,165.2,96.94,184.93,121.19,447.54,299.1,336.62,249,271.3,350,168
"REG","27.2.a_NK","TLW","RU",0,480,343,559,475,427,698,287,500,450,599,293
"VSC","27.2.b","TLW","FR",0,0,0,0,0,0,0.21,0,0,0,0,0
"WHB","27.2.b","TLW","DE",0,0,0,0.99,39.65,10.39,10.01,1,0,0,0,30.6
"WHB","27.2.b","TLW","ES",0,0.22,0,0.1,0.05,0,0,0,0,0,11,0
"RED","27.2.a","TLW","FO",467.152,517.299,741.881,736,623,308,932,1074,1171,2078,2276,3853
"WHB","27.2.b","TLW","NL",0,0,8,89.1,13,85,0,0,8,25,0,0
"WHB","27.2.b","TLW","NO",0,0,0,0,0,29.12,0,0,0,0,0,0
"REG","27.2.b","TLW","RU",382,177,148,221,281,227,217,257,179,250,242,284
"WHE","27.2.b","TLW","FR",0,0,0,0,0,0,0,1.3,0,0,0,0
"WHG","27.2.b","TLW","FR",0,0,0.04,0,0,0,0,0,0,0,0,0
"WHG","27.2.b","TLW","NO",0,0.06,0.08,0.03,0.4,2.97,0,0.56,0,0,0,0
"WIT","27.2.b","TLW","FR",0.44,0.09,0,0,0,0,0,0,0,0,0,0
"WIT","27.2.b","TLW","PT",0,0,0,0,0.43,0,0,0,0,0,0,0.01
"CAB","27.2.b.1","TLW","DE",0,0.25,0,0,0,0,0,0,0,0,0,0
"CAS","27.2.b.1","TLW","DE",0,1.91,0,0,0,0,0,0,0,0,0,0
"CAT","27.2.b.1","TLW","DE",0,6.21,0,128.28,0,23.01,17.45,57,36.2,22.2,0,0
"COD","27.2.b.1","TLW","DE",0,2265.44,0,3679.1,0,4166.27,3214.62,3838,4665,1379,0,0
"COD","27.2.b.1","TLW","PT",0,18.63,0,0,0,0,0,0,0,0,0,0
"DAB","27.2.b.1","TLW","DE",0,0,0,5.12,0,0.77,0,0,0.1,0,0,0
"FIN","27.2.b.1","TLW","DE",0,0,0,0,0,0,5.38,6,68.2,0,0,0
"GHL","27.2.b.1","TLW","DE",0,0.51,0,25.17,0,34.9,80.45,14,19.3,1,0,0
"GHL","27.2.b.1","TLW","ES",0,0.09,0,0,0,0,0,0,0,0,0,0
"GHL","27.2.b.1","TLW","PT",0,0,0,0,0,0,0.04,0,0,0,0,0
"HAD","27.2.b.1","TLW","DE",0,19.88,0,246.74,0,679.73,1533.83,2946,1356.8,18.1,0,0
"HAL","27.2.b.1","TLW","DE",0,0,0,0.54,0,0.38,1.58,0,0.3,0,0,0
"HER","27.2.b.1","TLW","DE",0,0,0,1.18,0,8583.61,1508.73,3380,7313.9,0,0,0
"HER","27.2.b.1","TLW","NL",0,0,0,0,11,0,0,173,0,0,0,0
"LIN","27.2.b.1","TLW","DE",0,0,0,0,0,0,0.03,0,0,0,0,0
"LUM","27.2.b.1","TLW","DE",0,0,0,3.6,0,0,0,0,0,0,0,0
"MAC","27.2.b.1","TLW","DE",0,0,0,0,0,5.4,0,0,0,0,0,0
"MAC","27.2.b.1","TLW","NL",0,0,0.8,0,0,0,0,35,0,0,0,0
"PLA","27.2.b.1","TLW","DE",0,7.81,0,40.76,0,0.42,1.25,5,0,0,0,0
"PLA","27.2.b.1","TLW","ES",0,0.04,0,0,0,0,0,0,0,0,0,0
"POK","27.2.b.1","TLW","DE",0,0.15,0,0.9,0,0,0,0,0.1,0.3,0,0
"PRA","27.2.b.1","TLW","EE",0,0,0,0,828.32,516.45,5.99,0,343.1,0,0,0
"REB","27.2.b.1","TLW","PT",0,0,0,0,22.82,0,0,0,0,0,0,0
"RED","27.2.b.1","TLW","DE",0,0.08,0,34.34,0,83.36,138.71,8,19.2,7.1,0,0
"RNG","27.2.b.1","TLW","DE",0,0,0,0,0,0,0,0,0.01,0,0,0
"SKA","27.2.b.1","TLW","DE",0,0.95,0,2.2,0,0,0,1,0,0,0,0
"USK","27.2.b.1","TLW","DE",0,0,0,0.12,0,0,0,0,0,0,0,0
"WHB","27.2.b.1","TLW","DE",0,0,0,0.99,0,10.39,10.01,1,0,0,0,0
"WHB","27.2.b.1","TLW","NL",0,0,8,0,1,0,0,0,0,0,0,0
"ARG","27.2.b.2","TLW","DE",0.34,0,0,0,0,0,0,0,0,0,0,0
"ARG","27.2.b.2","TLW","ES",0,0.03,0,0,0,0,0,0,0,0,0,0
"ARG","27.2.b.2","TLW","NO",0,0.29,0.9,1.55,0,2.31,0,10.54,0,0,0,0
"REG","27.2.b.2","TLW","RU",382,0,0,0,0,0,0,0,0,0,0,0
"BLI","27.2.b.2","TLW","NO",1.84,0,0,0.09,0,0,0.21,0.26,0.01,0,0,0
"BRF","27.2.b.2","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"BRF","27.2.b.2","TLW","IE",0,0,0.21,0,0,0,0,0,0,0,0,0
"CAA","27.2.b.2","TLW","ES",4.59,5.6,10.8,8.69,1.19,2.75,0,0,0,0,0,0
"CAA","27.2.b.2","TLW","FR",60.64,29.4,0,0,0,0,0,0,0,0,0,0
"CAA","27.2.b.2","TLW","GB",54.07,66.13,67.19,67.1,16.39,33.8,26.6,11,11.4,18,33.7,0
"CAA","27.2.b.2","TLW","IE",0,0,0,0,5.93,0,0,0,0,0,0,0
"CAA","27.2.b.2","TLW","NO",736.97,468.75,539.39,190.94,254.05,366.36,350.24,364.26,667,0,0,0
"CAA","27.2.b.2","TLW","PL",0.73,2.42,3.6,1.32,0,0,0,0,0,0,0,0
"REG","27.2.b_NK","TLW","RU",0,177,148,221,281,227,217,257,179,250,242,284
"CAB","27.2.b.2","TLW","DE",9.7,0,0,0,0,0,0,0,0,0,0,0
"CAB","27.2.b.2","TLW","NO",493.88,1254.28,102.24,637.16,800.95,908.78,165.35,41.54,181,0,0,0
"CAB","27.2.b.2","TLW","PL",0.83,3.86,3.52,0,0,0,0,0,0,0,0,0
"RHG","27.2","TLW","RU",9,62,17,0,1,0,0,6,2,6,5,4
"CAP","27.2.b.2","TLW","GL",0,0,0.246,0,0,0,0,0,0,0,0,0
"CAP","27.2.b.2","TLW","NO",0,0,0,0,0,0,0,0,660,0,0,0
"RHG","27.2.a","TLW","RU",0,8,10,0,1,0,0,6,2,4,2,2
"CAS","27.2.b.2","TLW","DE",58.5,0,0,0,0,0,0,0,0,0,0,0
"CAS","27.2.b.2","TLW","EE",5.21,0,0,0,0,0,0,0,0,0,0,0
"CAS","27.2.b.2","TLW","ES",0,0.73,0,0,0,0,0,0,0,0,0,0
"CAS","27.2.b.2","TLW","GL",8.7,3.1,0,0,0,0,0,0,0,0,0,0
"CAS","27.2.b.2","TLW","IS",0,0,0,0,1,2,0,0,0,0,0,0
"CAS","27.2.b.2","TLW","NO",1119.48,866.54,1070.86,1938.86,1001.13,1070.54,968.39,598.08,1298,0,0,0
"CAS","27.2.b.2","TLW","PL",23.87,24.24,37.75,15.57,0,0,0,0,0,0,0,0
"RHG","27.2.a_NK","TLW","RU",0,8,10,0,1,0,0,6,2,4,2,2
"CAT","27.2.b.2","TLW","DE",0.25,0,40.78,0,0,0,0,0,0,0,0,0
"CAT","27.2.b.2","TLW","DK",0,2.61,2.08,0,0,0,0,0,0,0,0,0
"CAT","27.2.b.2","TLW","ES",15.35,13.25,49.47,33.47,10.92,1.66,0,0,0,0,0,0
"CAT","27.2.b.2","TLW","GL",3.8,6.3,4.2,6,0,0,0,0,0,0,0,0
"CAT","27.2.b.2","TLW","IE",0,0,0,0,0,3.13,0,0,0,0,0,0
"CAT","27.2.b.2","TLW","NO",0,0,0,0,235.31,1.46,256.02,142.76,570,0,0,0
"CAT","27.2.b.2","TLW","PL",0,0,0,44.4,56.62,0,0,0,0,0,0,0
"CAT","27.2.b.2","TLW","PT",18.01,9.28,0,4.55,5.79,8.32,7.23,0,0,0,0,0
"CMO","27.2.b.2","TLW","NO",0,1.54,0.85,0.57,1.03,6.56,1.65,3.43,0,0,0,0
"COD","27.2.b.2","TLW","DE",2704.69,0,1899.21,0,0,0,0,0,0,0,0,0
"COD","27.2.b.2","TLW","DK",0,472.48,238.47,0,0,0,0,0,0,0,0,0
"COD","27.2.b.2","TLW","EE",377.76,0,0,0,0,0,0,0,0,0,0,0
